date,username,tweet
5/10/2022 14:09,monztervix,dedy corbuzier tentang LGBT dihapus?  drung rampung nonton
5/10/2022 14:08,labyod,@Cute_Tagar Lgbt mirip zombi yg ingin m3nularkan pd yg sehat
5/10/2022 14:08,gatotsuhiro,"Bantah Logika LGBT Ciptaan Tuhan, Mahfud: Iblis juga Ciptaan Tuhan tapi Harus Kita Lawan  https://t.co/7ECxQ7iRqj"
5/10/2022 14:08,YouWannaSee13,Cek slang rem tdr 35inch/90cm carbon    https://t.co/YDmAQxHeS9  Elon musk ngekos 10 mei ihsg winda bilqis #jinanchat damsir lgbt suci dota mr. Gu haaland siang qiqi komang thr habis  https://t.co/xfOHYdDbWi
5/10/2022 14:08,koolslamhouse,"@__lSangkute3I__ @tvOneNews Emang di blow up, sama media, dll, kampanye,program lgbt,  Lama2 jd pemandangan yg biasa aja, atas nama hak asasi manusia dan cinta, norma2 dan normal hilang, anak2 liat menjadi hal biasa jdilah generasi berikutnya "" penyandang """
5/10/2022 14:08,BangCull97,"""Siapakah aku ini yang mau menghakimi sesamaku"" LGBT adalah tindakan yang tidak diterima terutama dalam ranah konsepsi agama. Namun mereka adalah sesama kita yang perlu diterima dalam kehidupan masyarakat. Justru dengan menerima mereka, maka mereka membantu untuk sembuh.  #LGBTQ"
5/10/2022 14:08,Jaintonn,Lampu Led Otomatis 👉  https://t.co/FPGWoPC8uA  Winda ngekos sedangkan Kim Jong Un Suci dari LGBT Halaand 10 Mei Siang Sehun Pare    https://t.co/PH3kM7hVoF
5/10/2022 14:08,bayu_yongki_777,Fenomena LGBT memang ada ttp kt jng mempromosikan gaya hdp LGBT krn merusak generasi bangsa
5/10/2022 14:08,agentam2,"@DuitTerooosss @sleepyqr @adam_nurudin @whekeuhwcdvausf @caretocomehome Lo kira lgbt ngarep dianggap ga normal? Saat mereka tau dapat neraka dan tau ga bs punya anak krn bukan kodratnya serta tau resiko kesehatan (medisny)..mrk buat baik lainya brusaha ga berdosalainya, emng cinta cuma tentang beranak doang, ga tusbos jg masih bs cuddle ampe crot 😂"
5/10/2022 14:07,qia6us,@Lady_Zeebo @hnurwahid @MardaniAliSera org2 lgbt emg di selundupkan ke dalam basis pks..utk merusak pks..😛😛😛 dibantu oleh media pula..😁😁😁
5/10/2022 14:07,Prince_MahaRock,@LordZeus2018 @kurtubyyyyy @VIVAcoid mau mulut lo ngomong sampe ndower pendukung jokodog pst mendukung LGBT 😊
5/10/2022 14:07,ranger_white28,"Jijik liatnya, ini malah di bikin konten... Naudzubillah.  #UnsubscribePodcastCorbuzier #UnsubscribePodcastDeddy  Lgbt penyuka lobang tai....."
5/10/2022 14:06,LYdhyyi,"@Yamaccha Ntar dibaless   Jurus pro LGBT : "" Whataboutism""  BENER Sih,, tapi biasanya yang homophobic gitu suka buta map, standar ganda."
5/10/2022 14:06,ziezie84187091,LGBT PALING BANYAK ADA DI DAERAH INI  https://t.co/eSy0Qq25W6
5/10/2022 14:06,RepelitaO,"Ustadz Felix Siauw Sindir LGBT: Seanjing Anjingnya Anjing Jantan, Ketemu Pasti Berantem Bukan Masuk Kamar!  https://t.co/3okNyvtrSq lewat @Repelita Online"
5/10/2022 14:06,maximvsatriaus,Kaum ragil dan kloning an LGBT kalo nyerang edan semua 😀 ga heran sih ☺️ org sakit mental dibela  https://t.co/U7iSRa0xE6
5/10/2022 14:06,Lamz48,"@geloraco Kalau Ada Ustadz/Kiai atau Gus Yang Mendukung LGBT, Harus di Pertanyakan Kembali Keilmuan &amp; Keislamannya."
5/10/2022 14:06,twit_artis,"Deddy Corbuzier Bantah Dukung Kaum LGBT, tapi Paham Ada Fenomenanya!   https://t.co/R3jkBwj8C8"
5/10/2022 14:06,twit_artis,"Di Depan Gus Miftah, Deddy Corbuzier Akui Kurang Paham Pandangan Islam soal LGBT   https://t.co/ISiRQ4UcUA"
5/10/2022 14:06,tvOneNews,Deddy Corbuzier Minta Maaf Karena Undang Ragil Mahardika ke Podcast: Saya Gak Dukung LGBT Kok  https://t.co/kCjNg7D18j
5/10/2022 14:05,twit_artis,Petinggi MUI Kecam Deddy Corbuzier Undang Pasangan Gay: Berharap Pemilik Podcast Paham Islam Mengutuk LGBT   https://t.co/Tlva3zfWBE
5/10/2022 14:05,Sermest21,@baran_songurcu Lgbt
5/10/2022 14:05,Dreamcoid,"Heboh Undang Pasangan LGBT di Podcast, Deddy Corbuzier Akhirnya Minta Maaf dan Hapus Video: Ini kata Deddy Corbuzier!  https://t.co/urgl40i4fl"
5/10/2022 14:05,YogaPra76768246,"@DimaseLagie Sak kucing,ayam, sapinya jg lgbt semua🤣🤣🤣"
5/10/2022 14:05,devonzaoldyeck,"Tapi di sisi lain, sebelum viralnya LGBT, saya sih merasa banyak manfaat dr podkesnya. Makanya kan tinggal kitanya milih, mau nonton yg mana yg bermanfaat buat kita. Selesai. Makanya Rakib Atid tuh tugasnya masing2. Kenapa? Supaya kebaikan dan keburukan tuh ga asal dicampur."
5/10/2022 14:05,choicolatae2,"indonesians are weird, seenaknya ngejudge lgbt people tapi dengerin sisi mereka sedikit pun aja gamau sampe kebakaran jenggot 😂 takut ketularan katanya lol 🧠🕳"
5/10/2022 14:05,eradotid,Cholil meminta Deddy Corbuzier sebagai pemilik podcast agar memahami hukum Islam melarang keberadaan LGBT  https://t.co/oTYzAwH7Cg
5/10/2022 14:04,AjengBella99,Deddy Corbuzier MINTA MAAF Usai Hapus Video Podcast Soal Pasangan Gay  https://t.co/YNJMTHO1qD lewat @YouTube suci LGBT PISB Mr. Gu 10 Mei Ngekos Bilqis winda #UnsubscribePodcastDeddy #LeeMinHo #Viral #Trending #Trendingnew #trendingtopic  https://t.co/cDnrO81RUa
5/10/2022 14:03,devonzaoldyeck,"Yang menilai salah punya alasan. Begitupun saya. Even just for adsense/thumbnail, memaklumi LGBT jelas bertentangan dengan agama saya. Islam. Ini bukan soal openminded. Tapi soal tegas. Krn Islam itu JELAS soal haram/halal. Bukan cuma openminded."
5/10/2022 14:03,janes_simendoan,"Media2 babik isinya kalo ga puja-puji rezim tergoblox sedunia ya promote lgbt, freesex, pelacur dan sebangsanya"
5/10/2022 14:03,jayclentz1,Ngekos winda Dan LGBT Kim Jong Un Suci Halaand 10 Mei Siang Sehun Pare
5/10/2022 14:03,MCAOps,Deddy Corbuzier akhirnya bersuara mengenai kecaman yang dialamatkan netizen kepadanya. Ia menyampaikan permohonan maafnya serta menghapus video podcast LGBT.    https://t.co/zeJnoQwV9Y  #TolakLGBT #LawanLGBT #UnsubscribePodcastCorbuzier #UnsubscribePodcastDeddy
5/10/2022 14:03,jamindependent,"Dianggap Promosikan LGBT, Illiza Serukan Masyarakat untuk Boikot Youtube akun Deddy Corbuzier  https://t.co/5YmsliIvq9"
5/10/2022 14:03,TangselTerbaru,"Deddy Corbuzier Akhirnya Takedown Video Podcast Pasangan LGBT, Gus Miftah: Enggak Merasa Kepaksa Kan Bro  https://t.co/MNihsyyx8o"
5/10/2022 14:03,dasum,@detikcom doakan aja azka jadi kaum LGBT
5/10/2022 14:03,omarnatakusuma,"@panglima_z @Nong_Dewintha @TheLast007 @Alismar89937714 @AsFairus @mukthi313 @desita5769 @penikmatko_pi @putra_jamparing @papa_loren DPR RI saja tidak perduli dengan UU LGBT, bagaimana kaum homoseksual mau hilang di negeri ini.."
5/10/2022 14:02,propaganda_99,"@kidzao0307 Ya bisa dg cara gitu, video kontra LGBT"
5/10/2022 14:02,jendNapo,Oh 10 Mei Winda Ngekos dan ketahuan bahwa dia LGBT ?  Gitu yah
5/10/2022 14:02,RendiAdams,LGBT itu Penyakit  https://t.co/Sif13TbCbx
5/10/2022 14:02,devonzaoldyeck,"Kalo gw sih ga akan unsubscribe Podcast nya Deddy.  1. Tentu gw ga setuju promo LGBT. Itu jelas SALAH. Krn ga semua orang setuju.  2. Tapi, menilai 1 kesalahan dan mengabaikan 10 kebaikan itu agak ga fair.  #UnsubscribePodcastCorbuzier #UnsubscribePodcastDeddy"
5/10/2022 14:02,seesaw_gill,"Wkwkwkw ini komen terngakak sih. Ngebandingin satu kesalahan sama kesalahan lain gabole tapi tiap ada wacana LGBT selalu pake counter ""ingat nasib kaum sodom?"" 👻"
5/10/2022 14:02,NajibKentji4,@keuangannews_id Misi yang besar untuk menghancurkan generasi muda Indonesia khususnya umat Islam yg sangat menentang kaum LGBT..
5/10/2022 14:02,Indopolitika,Gus Miftah Ungkap Alasan Deddy Corbuzier Undang Pasangan LGBT Ke Acara Podcastnya  https://t.co/ms6jBXh4hH
5/10/2022 14:01,SatrioA51587011,"Dedy corbuzer lg khilaf yaa...LGBT=Lanang Gak,Betinapun Tidak...abu abu itu ded..🤣🤣"
5/10/2022 14:01,Indopolitika,Gus Miftah Ungkap Alasan Deddy Corbuzier Undang Pasangan LGBT Ke Acara Podcastnya  https://t.co/ms6jBXhC7f via @Indopolitika
5/10/2022 14:01,kalopsia50,⚓️ : Cowo gw sabar banget deh ngadepin gw 🎡 : Ortu lu lebih sabar lagi gedein anak kek lu • • • #UnsubscribePodcastDeddy  Ngekos Bilqis Riot Lgbt
5/10/2022 14:01,HHamwet,"@rizky_cavendio @sxnyum @ikhwan_n1zar @Zeus_fellow @bawana31 @Yamaccha Terus? Ketika poin poinnya di debunked terus dia melekat pada poin yg support pandangan dia kek cicak di dinding. Yes BEBERAPA agama menghujat LGBT Dan ada sanksi social untuk mereka, we've been knew ini bukan berita baru congratulation anda tolol"
5/10/2022 14:01,LukeSusilo,"@FaishalIshal5 @Ucokkkkkkk5 @PrinceJanvierX @waltzwq_ pasal 1 uu 18/2014 gak ada tuh sebut lgbt, terus ini lagi berubah2 dari odmk jadi odgj, hayo bohong lagi ya wkwkwkwk  https://t.co/5rd8IBQrtS"
5/10/2022 14:01,realluckiestgrl,"@Askrlfess kalo masalah lgbt di Indonesia kayaknya gak akan pernah selesai soalnya emang gak legal disini. solusinya ""just mind you're business not other's sexualities"""
5/10/2022 14:01,irkhammagfuri,Gempur LGBT! #boykotLGBT
5/10/2022 14:01,fudo_nicky,Apapun alasannya LGBT itu adlh sebuah perilaku manusia yg menyimpang dri kodratnya.  Penyakit mental yg hrus disembuhkan. 😣
5/10/2022 14:01,a24coolmovies,@malakmalakmal KALO PROVINSI2 YANG DIKUASAI KADER + SIMPATISAN ....... BRAND LGBT NYA LAKU KERAS YA 🙄  https://t.co/g4hISBl5k2
5/10/2022 14:01,AgusAgu00819551,"@212mheru @felixsiauw Hahaha... Makan tuh klau berbisul dalam otak, klau berbisul di lutut obat nya gampang cuma pakai salah kelar urusannya klau di otak bahh mati kau gk ada obat nya.. Ada obat nya cari tau kucing di NERAKA.. Tuh LGBT"
5/10/2022 14:00,kidzao0307,"@propaganda_99 Klo misalkan tanpa misi, baiknya bikin content berlawanan (menolak LGBT),, punya nyali kah dia,, 😬"
5/10/2022 14:00,nherimahbub1,Bahayanya LGBT.  https://t.co/hs0gQ528ho
5/10/2022 14:00,nherimahbub1,Jauhi lgbt  https://t.co/vR8e6C6Mo3
5/10/2022 14:00,astrochefff,"PP Plastik ✅ Sok Krisis ✅ Ciri² anak Twitter sekali 🔥 Belum lengkap kalo ga pake kata² ""...ga sihh?"" di tweet nya 🖕🏿  Minecraft Riot Dota Damsir LGBT #UnsubscribePodcastCorbuzier"
5/10/2022 14:00,detdettdet_,"Jadi stop mewajarkan perilaku LGBT yaak , hargai perbedaan tolak penyimpangan 😊"
5/10/2022 14:00,R_Perkasa,"@n_krz23 @jarlahpokoknya @karimnas_ Chika Yuki INTM kan hahahaha, berarti memang fix homophobic padahal kalau dibilang LGBT yah mereka LGBT juga"
5/10/2022 14:00,UGantiang,Para pendukung LGBT beralasan kalau mereka juga ciptaan Tuhan utk itu mereka harus diberi ruang. Woi . . .setan dan iblis juga ciptaan Tuhan apa setan dan iblis itu jg harus diberi ruang . . ?
5/10/2022 14:00,TRUEMED39338637, https://t.co/SZJenx1vSq  Deddy Corbuzier Minta Maaf dan Take Down Video Ragil  #UnsubscribePodcastCorbuzier  LGBT
5/10/2022 13:59,sandrotama,"@_cynthiashalim @VIVAcoid Terlepas dr islam atau bukan, Indonesia itu negara BerkeTuhanan dan agama apapun yg diakui di Indonesia tidak satupun yg membolehkan penganutnya untuk berpasangan sesam jenis atau menjadi LGBT"
5/10/2022 13:59,FaishalIshal5,"@LukeSusilo @Ucokkkkkkk5 @PrinceJanvierX @waltzwq_ dan Sebenarnya, istilah LGBT tidaklah dipakai dalam diskursus psikiatri soal orientasi seksual. Ilmu psikiatri memakai istilah homoseksual, biseksual, dan transeksualisme."
5/10/2022 13:59,agentam2,"@DuitTerooosss @sleepyqr @adam_nurudin @whekeuhwcdvausf @caretocomehome …Banyak kok lgbt yg brusaha pegang teguh agama dan berharap bisa jadi normal, cm kasian klo nemu org kek lu pas brusaha malah jadi dighibahin kek udh masuk neraka ga bisa keluar. Konteks lo aja lgbt selalu case yg negative mesum dll, kesian ngasi kaca kdiri sendiri"
5/10/2022 13:59,lanaagabrl,"Udh tau LGBT haram masi aja,skrg bnyk bgt org"" LGBT yg didukung dibilang lucu lah apa lah,kek apaan bgt ?!"
5/10/2022 13:59,dffarsydi15,@evalez_fr Binatang aja ga ada yg LGBT bangsaat
5/10/2022 13:59,AVAILNADILA6,Haii yang tren winda atau suci mending lihat 10 mei lgbt yang mau crot cek bio ya..  https://t.co/tFaOcNCG70
5/10/2022 13:58,FaishalIshal5,"@LukeSusilo @Ucokkkkkkk5 @PrinceJanvierX @waltzwq_ Gue sih berpedoman juga terhadap Undang-Undang Nomor 18 Tahun 2014 tentang Kesehatan , nah orang orang LGBT disitu disebutkan sebagai ODGJ"
5/10/2022 13:58,HelmiRahim,"@lelakimusaja @SenoWerkudoro4 @Dennysiregar7 @aniesbaswedan Nih si Pedukung presidenmu sesama pendukung komunitas LGBT mu, kwkwkw  https://t.co/tjSRg0kmG7"
5/10/2022 13:58,babahliong,@RagilSemar @GapaiRidhoAllah Gw mah Ogah haram buat ngikut kaum bego goblok apa lagi LGBT dual arrows gitu mah euy….
5/10/2022 13:58,lightisbetter,"@kakekharam @RestyCaayah Budak dan ""anak kecil"" hny mslah perkembangan norma sosial, gk ad berakibat penyakit mengerikan. Klo LGBT ? bayangin aj dlu jamur di mulut,kencing bernanah. Mengerikan dan 5 dr 10 LGBT sdh kena itu."
5/10/2022 13:58,raka_semara,@DimaseLagie Artinya Di Kota Padang Dikuasai Tuhan Neo/Neon Sbg Penyebab Bertumbuhnya LGBT.
5/10/2022 13:58,DElbaraq,Itu yg kontra sama LGBT please kalo tweetnya bisa gak usah iPhone gak ? 🏳️‍🌈
5/10/2022 13:58,tvOneNews,Deddy Corbuzier Minta Maaf Karena Undang Ragil dan Fred ke Podcast: Saya Gak Dukung LGBT Kok  https://t.co/fn8NQ7qWJQ
5/10/2022 13:57,adoranaiseu,"@Askrlfess yaa emang tp anehnya di lingkungan aku sendiri, masih banyak orang yang sering bercanda soal lgbt😃"
5/10/2022 13:57,AdiAdimsamin,"@maspiyuaja fenomena lgbt itu sudah ada dari duluuuuuuuuuu. jauh sebelum pidio ini geger, pak rRibut sudah infoin  kok fenomena ini."
5/10/2022 13:57,Priagarislurus,"@Amira79770872 Gak beda jauh spt lgbt, mengatasnamakan kebebasan (hewani)."
5/10/2022 13:57,detdettdet_,"Jujur ga nonton konten yg kmarin rame karna ga tertarik sama sekali juga dgn bintang tamunya, baru tonton yg ini karna emang tertarik.. hikmah dari kehebohan ini akan semakin bnyak orang yg tau bahwa perilaku LGBT itu tak baik dan Allah Melaknat.. 🤗🤗  https://t.co/FQiQZ7Aqpx"
5/10/2022 13:57,Edea_Syllisya,Jadi ini TL saya rame LGBT LGBT gara2 video om dedy kah?
5/10/2022 13:57,aziz_miring,"@amaralfikar 1. Menolak LGBT ga ada hubungannya dengan kemajuan dan moderenisasi.  2. Sistem gender juga ga dibawa penjajah, dalam tradisi syariah islam selalu ada 2 disebut, wanita &amp; pria."
5/10/2022 13:57,janu_mangata,"mengajak seseorang kembali ke jalan yang baik itu boleh bgt, entah LGBT,PSK,Pemabuk,Pencuri dsb Tapi kalau atas dasar kesalahan orang tersebut membuat kita ingin menindas, menyudutkan, hingga menyumpahi kalimat2 jahat&amp;sampai membuhuh aku rasa itu bukan anjuran dari sbuah agama 🙏"
5/10/2022 13:57,koetjengg,"Ngeriiii. Merindinggg parah. Lu yg berbangga ria sama keadaan lu sebagai seorang LGBT apa ga ketar-ketir sama siksa api neraka?:"") Klo dlm sudut pandang Islam mah LGBT gaada ruang sedikit pun. Mau opini kek, penelitian kek, klo kata Allah haram ya haram aja udh.  https://t.co/J9fJFQTHVm"
5/10/2022 13:56,math_sea,@bachrum_achmadi Jika lgbt itu penyakit Trus mesti dibawa ke dokter spesialis apa?   https://t.co/av6N3n3CKE
5/10/2022 13:56,papasahat,"Lalu......, Apakah orang2 LGBT itu harus 'dibasmi' dari muka bumi ini? Atau bagaimana..? #takon #tanya #seriustanya"
5/10/2022 13:56,PresidenBoneka1,"@estiningsihdwi Jelas hukum Tuhan tidak berubah, dalam Taurat LGBT hukum mati, diteruskan di Injil dan tetap di Al-Quran. Hukum mati."
5/10/2022 13:56,19farabi76,"@fahiraidris Alhamdulillah, cuma argumennya tidak ""smart people"". ""We all believe they are human too"". Kalau ada yg menentang perilaku LGBT tak bermakna menganggap pengidapnya bukan manusia. Di mana logikanya?"
5/10/2022 13:56,Amanowar1,"Umur manusia tak ada yang tahu, seorang pria tewas saat mencari ikan...  Ngekos Winda #UnsubscribePodcastDeddy Bilqis 10 Mei Suci Pemilu 2024 LGBT ISIS Luth Komang Jerman THR Habis Kim Jong Un Washington DC    https://t.co/Ux0NIWnT1l"
5/10/2022 13:55,OcuYusnir,LGBT atau pecinta lubang Taik itu lebih hina dari BINATANG. Jangankan ngajak ngobrol. Liat mukanya aja JIJIK dan pen Muntah. 🤮🤮🤮
5/10/2022 13:55,IDelisaha,@Ghea_J_Lie @Hilmi28 LGBT harus di hapuskan dri bumi indonesia
5/10/2022 13:55,rizky_cavendio,"@HHamwet @sxnyum @ikhwan_n1zar @Zeus_fellow @bawana31 @Yamaccha Kalau ga sesuai dengan norma di tengah2 masayrakat ya itu aja udh tertolak, lu hidup di tengah2 masyarakat bukan jin HAHAHAH, lu mau alesan apapun faktanya Masyarakat Indonesia kenceng bgt menolak LGBT 🥱"
5/10/2022 13:55,ijadz_cs,Semoga anda tdk msk golongan yg berperilaku LGBT..
5/10/2022 13:55,LukmanH16477182,@MuttaqinAzhari #UnsubscribePodcastCorbuzier  #UnsubscribePodcastCorbuzier  #UnsubscribePodcastCorbuzier  Mendukung LGBT murtad  https://t.co/tFtiIYwLZK
5/10/2022 13:54,Indopolitika,"Buntut Undang Pasangan LGBT, Deddy Corbuzier Trending di Twitter  https://t.co/0TcOwHssBA"
5/10/2022 13:54,briantColection,"@cholilnafis Istri nabi Luth 'Alaihi salam ikut kena adzan bersama kaum sodom dan gomorah karena bukan pelaku homo atau lesbi,tapi diam² menyelisihi dakwah nabi Luth &amp; menunjukan tamu tampan nabi Luth kepada kaum sodom untuk di homo. Jadi mendukung/pembenaran atas LGBT sama dosanya."
5/10/2022 13:54,Indopolitika,"Buntut Undang Pasangan LGBT, Deddy Corbuzier Trending di Twitter  https://t.co/0TcOwHaRd0 via @Indopolitika"
5/10/2022 13:54,DuitTerooosss,"@agentam2 @sleepyqr @adam_nurudin @whekeuhwcdvausf @caretocomehome Ya kalo lu mau berbuat hal baik lainnya silahkan.. Gw kasih jempol buat lu.. Tp klo lu mau anggap lgbt itu normal, ya itu yg jd mslah.. Udh tau secara kodrat, agama, dan medis dilarang.. Kok bisa lu pikir itu normal.. Lu mau berbuat baik ya itu poin bagus buat elu.."
5/10/2022 13:54,anderson_zubir,Kyknya bukan kebetulan nih. Lagi ada kampanye masif LGBT melalui berbagai media..
5/10/2022 13:54,A_Yusup2021,@ImatDeui banyak pendukung LGBT di sini
5/10/2022 13:53,JalilBasyah,"@zomet13 Yg buat konten jika ditelusuri termasuk pendukungnya, Awas LGBT penyakit masyarakat yg sangat berbahaya dari sudut pandangan apapun"
5/10/2022 13:53,agentam2,"@DuitTerooosss @sleepyqr @adam_nurudin @whekeuhwcdvausf @caretocomehome Itu lo tau klo ada agreement berarti ga kriminal, trus lo sukanya ngasi case seolah kebejatan punya lgbt pdhl lo normal juga bs banyak, gua emng pernah sex party? Engga tuh…itumah balik mrknya aja yg bejat y bejat masing2 org bawa. Pas aja yg ditangkep homok"
5/10/2022 13:53,InfoSlotTogel,lagi rame LGBT mending main rumah mantan yah maszeh  https://t.co/3tL9dQPGW3
5/10/2022 13:53,FaishalIshal5,"@LukeSusilo @Ucokkkkkkk5 @PrinceJanvierX @waltzwq_ ya kan jelas di situ ""Gangguan Psikologis"" berarti katagori oleh LGBT itu ya gangguan psikologis ak sakit mental"
5/10/2022 13:53,gazadreamsqasim,"Membantu Ketua Tentera Memerangi Rancangan Musuh-Mimpi Muhammad Qasim, Kunjungi: #muhammadqasimdreams #GAZAGerakanAkhirZaman    https://t.co/vHw4dSLAhg  🔑 Trend: THR habis,Siang,Jiho,Nama Bikin Cerah,Winda,ngekos,Haaland,Suci,LGBT,IHSG,Komang,Riot,Black widow,10 Mei,Deddy,Bilqis,"
5/10/2022 13:53,ricovespasprint,"@geloraco lagian botak difollow, cari makan dengan cara ngundang2 lgbt hanya demi uang receh."
5/10/2022 13:53,ragaamnusantara,"Ramai Dihujat Warganet, Deddy Corbuzier Minta Maaf Terkait Video LGBT  https://t.co/PZjzzrZSLK"
5/10/2022 13:52,AGTV_news,viral unggahan akun youtube milik deddy corbuzier dengan bintang tamu ragil dan pasangannya.   gus miftah telang menghubungi dan bertanya ke deddy terkait video tersebut   #LGBT #PodcastDeddy   https://t.co/IfQthbkeZm
5/10/2022 13:52,Jonedi_b_Ruskam,@q5zt_kL59_h8u66 Boikot pejuang LGBT !?
5/10/2022 13:52,Masduki_Attuban,@cholilnafis LGBT adalah penyakit mental dan bukan disebabkan oleh faktor biologis atau bawaan lahir
5/10/2022 13:52,TakAdaygAbad1,"@fachruzian @mavin1818 @VIVAcoid Bukankah di negri ini pun pernah trjadi pd thn2 yg lalu, sy lupa thn brapa.. Yg mana katanya di daerah itu byk lgbt nya..dan setelah gempa itu, tanah bergerak2 sperti ombak lautan... Yg tadi nya tanah itu datar, berubah bentuk2 rumah disekitar itu bergelombang pula. Alloohua'lam"
5/10/2022 13:52,AhmadJu50808561,"Komitmen moral Pancasila kian diabaikan oleh rezim saat ini, hal inilah yg membuat pelaku maksiat bangga, malahan dipromosikan, gay, lgbt dianggap normal, poligami yg sehat dihujat. Moralitas pemimpin mencerminkan moral pendukungnya, demikian sebaliknya"
5/10/2022 13:52,62perjuangan,"@fahiraidris @RadarKorupsi Tdk hnya cukup minta maaf, apalagi statementnya masih ambigu terhadap LGBT, dan bisa jadi bila tdk di protes dan ramai disosmed, dia ga akan men takedown itu. Bisa jadi pula suatu saat dia akan buat ""ulah"" lainnya"
5/10/2022 13:52,_T0ean__M0eda_,"Walau sdh minta maaf, namun tetap bermain dg kata agar seolah² LGBT ini harus didukung karena alasan manusia.  Hukumannya sudah dijelaskan di Al-Qur'an. Ini penyakit, jaga keluarga. #UnsubscribePodcastCorbuzier  ✓ https://t.co/Kb8eOBvKsq  https://t.co/AijjHzQN64"
5/10/2022 13:52,BppPcnu,@wdtu @BincangSyariah Apapun alasanya...  LGBT itu jelas menyimpang dari fitrah kemanusiaan.  Jiwa yang sakit harus di obatkan agar sembuh dan normal kembali.
5/10/2022 13:52,jawir_solo,Tdk ada tempat buat kaum LGBT...edisi masih waras....!!!
5/10/2022 13:52,ikg_buleleng,@Jhonkosmik @corbuzier Yuuk ah..ANTI LGBT
5/10/2022 13:51,Brotogel1,Selamat Siang Bro. Berikut adalah Hasil Putaran angka Sydney (SD) Hari ini 4D/3D/2D : 2663 Shio : Tikus Kami ucapkan selamat kepada para pemenang ! . #brotogel #togelsydney #LGBT
5/10/2022 13:51,Nufus15_,"Sejauh pengetahuan saya. Komunitas"" yang membuka diskusi tentang #LGBT mereka memerluka tahapan, seperti pembacaan audiens, pengantar isu. Hal tersebut dilakukan secara pelan dan perlahan.. dan mereka tidak ""berani"" menggunakan spekulasi, landasan ilmiah seringkali mereka gnakan."
5/10/2022 13:51,n_krz23,@anthrxme @rlgxg yah begitulah heeemm pusing nggak sih trending mulu.kayak Amerika jaman dulu deh ini.aku sih berharap setelah ini akan ada perubahan besar buat indonesia dan orang Indonesia mulai cuek dan terbiasa dengan karakter LGBT
5/10/2022 13:51,AGTV_news,podcast close the dor mengundang tamu ragil dan pasangannya.   dalam video podcast yang di pandu oleh deddy corbuzier membahas soal pasangan LGBT.   PP muhamadiyah menanggapi video podcast milik deddy tersebut...  #LGBT #PodcastDeddy   https://t.co/AUFuEMOnca
5/10/2022 13:51,math_sea,"@titikputih01 @estiningsihdwi Alan Turing penemu komputer adalah seorang lgbt (gay), mosok sakit jiwa bisa menjadi penemu komputer?  Tim Cook direktur utama Apple adalah seorang lgbt (gay), mosok sakit jiwa bisa menjadi direktur utama?"
5/10/2022 13:51,Ardiesuhardi1,Heboh Deddy Corbuzier Undang Pasangan LGBT  #UtangTenggelamkanRI #UtangTenggelamkanRI 🆘🆗  Said Didu: Apakah Komunitas Mereka Sudah Masuk ke Kekuasaan...!?    https://t.co/xQvvFn4ifR
5/10/2022 13:51,pantau_com,Konten LGBT Ragil Homo pada Podcast Deddy Corbuizer 'Masih Ada' di IG Sang Master  https://t.co/t3HVEtCqL5
5/10/2022 13:51,pantau_com,"Podcast Pasangan LGBT Dikecam, Gus Miftah akan Nasihati Deddy Corbuzier dan Jelaskan Sejarah Kaum Sodom  https://t.co/SIbTJlDEod"
5/10/2022 13:51,musaKSQ,"Jika dalam E-KTP para transgender, pelaku LGBT masih ditulis : Laki-Laki atau ditulis: Perempuan, artinya transgender/LGBT memang TIDAK DIAKUI, lantas kenapa pemerintah seolah membiarkan transgender mendapat pengakuan atas keberadaannya?"
5/10/2022 13:51,rubynitaahmad,Case Hape kenapa segemoy ini sih 😭  ✔️ Rainbow 👉🏻  https://t.co/Dqp98LMc8I ✔️ Patrick 👉🏻  https://t.co/dtQc0gOAkQ  Winda bilqis ngekos LGBT #UnsubscribePodcastDeddy  https://t.co/Ny1VGIQJCX
5/10/2022 13:50,ExHardian,"@ArdBrahmantya @cholilnafis Lah, ngapain dicek satu persatu? Mau 7 miliyar atau 10 miliyar sekalipun, agama sdh menjelaskan gk ada. Anda gk prcy sm agama anda? Anda Ateis? Kok bisa masih berfikir ada orang yg terlahir LGBT? Atau agama anda mentoleransi LGBT? Oh atau anda sendiri itu Gay juga."
5/10/2022 13:50,Jonedi_b_Ruskam,@geloraco Boikot pejuang LGBT dan LGBT nya !?
5/10/2022 13:50,IchanTapiIkhsan,"Seanjing ajingnya anjing, anjing jantan tidak kawin dengan anjing jantan   STOP ""PEMAKLUMAN"" LGBT !!   #UnsubscribePodcastDeddy  #UnsubscribePodcastCorbuzier"
5/10/2022 13:50,raka_semara,@IntanKarmila14 LGBT Adalah Tuhan NEO (Akasa). Tuhan Yg Bercahaya Seperti Neon.
5/10/2022 13:50,Sentjoko,"@VIVAcoid Mau buku petunjuk mengutuk LGBT, mau @allah yang mengutuk, mau @MUIPusat berisik mengutuk, tetap saja LGBT akan ada, karena itu alamiah.  Saya non LGBT tapi saya sokong hak hidup mereka berkumpul, berserikat dan berekspresi di ruang publik.  Yang marah, silakan datangkan tuhan🙏"
